21 19
0 9 5.571468736899604 3.1895549070861042 6.613475499510068 3.6787057480740923 5.912366464634501 4.936189708863589 7.034788337078595 2.615531611368647 9.74341964223465 4.911685917924657 1.0 27.0 34.0 18.0 15.0 11.0 24.0
1 3 3.613790496923121 0.8805963017537799 1.4157435939751437 4.647593827093922 5.211620154485475 2.2076775983564625 6.374620199837367 4.398598031847647 8.746338462677754 5.3523720257382 1.0 68.0 21.0 46.0 11.0 31.0 10.0
1 5 0.23523294045051912 4.685961859783808 7.707290219988491 2.248385363854143 4.84373241207929 8.305417105058407 6.581091952894628 5.2306875883789585 2.7756367285563623 1.3822504896396826 1.0 68.0 61.0 46.0 33.0 31.0 32.0
2 0 0.8687648982734331 3.2829153397423987 6.314182138786981 9.351047917350662 8.13976515900881 6.383697345130356 5.534909613335067 3.5724981760318366 6.121750344996201 9.504669109530607 1.0 73.0 27.0 53.0 18.0 25.0 11.0
3 2 6.147440450428302 6.988800104934491 2.711207820876554 7.0498897167349694 5.601273310410364 2.1712924460929814 2.055037469668254 7.143496758586602 1.819060425412621 3.8241153200172864 1.0 21.0 73.0 11.0 53.0 10.0 25.0
3 7 4.218242668777873 5.496539123547397 4.707329282720395 5.09747143812 1.349234070157511 5.329966173996457 4.163918662232132 7.448267635961843 5.37260210737956 5.065157338918699 1.0 21.0 60.0 11.0 39.0 10.0 31.0
3 9 0.20281583926164792 0.9543177164150514 5.519241272970094 5.377644407956629 2.710342275492968 7.673195025863468 4.365298339259818 9.700879690193338 6.950297342944617 4.9605920550371465 1.0 21.0 34.0 11.0 15.0 10.0 24.0
4 9 5.884870185114802 0.9152823396083356 3.8272810850786163 8.344348778738189 6.432027263588718 1.2568751595959675 0.12923331711398411 8.465314453768093 6.521681588187952 1.6071293275667973 1.0 37.0 34.0 11.0 15.0 27.0 24.0
5 3 6.780363556837905 7.56213180277138 3.061007770820787 9.130663419316406 7.7528307088132475 7.620585590452146 1.0982017364536016 9.825807309819265 1.6224529592465604 3.071872852395786 1.0 61.0 21.0 33.0 11.0 32.0 10.0
5 7 0.3845054650758293 3.477069339546346 7.778009752308358 7.3849598651593595 2.320477592840393 6.076570587235509 3.980324715366649 7.942699507665472 8.143539352964952 8.195819933520921 1.0 61.0 60.0 33.0 39.0 32.0 31.0
5 9 9.39555157038232 4.444278289110894 3.3318592589222282 3.61941506840488 0.8886406602857306 1.7893499020279293 8.438847328694088 9.672243213013177 2.1406129708622625 6.957523767997873 1.0 61.0 34.0 33.0 15.0 32.0 24.0
6 9 6.574293469709838 1.6786830102133283 2.8101858340551047 4.7425583205829 0.16219430314790095 5.0411200754521595 7.47110965668155 7.855425306553822 0.14296899399352014 0.08672947520034668 1.0 19.0 34.0 11.0 15.0 10.0 24.0
7 0 9.284745317980038 2.6243746031764257 4.202313491555609 1.6633001836686283 3.6208490258324613 9.693099754232051 8.437842935648654 0.33338531876052 1.0778512432812057 9.012610002777594 1.0 60.0 27.0 39.0 18.0 31.0 11.0
7 1 2.59931598007626 5.03309685352222 4.870617688993382 0.23152485910878795 8.959477738070692 8.713677693633988 9.399141544228884 3.4013981371457067 8.256606463009252 7.866936714374475 1.0 60.0 68.0 39.0 46.0 31.0 31.0
7 9 6.280489990787663 2.70078559660589 0.853716259784056 7.3798510120782 4.726358972241119 7.538832930597371 6.371481699816105 9.969660020958944 5.62024351381193 4.785800945304214 1.0 60.0 34.0 39.0 15.0 31.0 24.0
8 7 6.356429545304235 2.8745100096275777 9.75314984049512 9.091916756322076 9.78413687456731 8.817350071894882 2.462395808381981 7.614746638252522 0.5897170864582186 5.761575897913421 1.0 22.0 60.0 13.0 39.0 10.0 31.0
8 9 9.411301873200657 2.1076239782135833 8.981170307294938 7.314672061691713 7.430025408898901 5.105298783749572 5.351289082912269 1.6636374139224586 8.02311106361195 5.56971080199863 1.0 22.0 34.0 13.0 15.0 10.0 24.0
9 1 5.145791766049943 1.946113509395106 2.7914797964542934 0.8627511161231034 4.686096121921532 6.1264290112572475 2.6314616914291022 9.344988134912489 7.666388069809164 4.25875296466686 1.0 34.0 68.0 15.0 46.0 24.0 31.0
9 2 1.6538073347582447 9.251444749489218 8.915386468100289 1.51153099826867 1.6179563385780735 5.182704510791531 3.897450438219975 3.4875609471883093 2.70865382632641 7.382583107440507 1.0 34.0 73.0 15.0 53.0 24.0 25.0
9 7 2.3198964538495126 6.2257500615991805 3.905762799745105 1.2468400159672726 5.8690240182816815 3.322665951473317 1.6149453721590188 5.651718557810338 4.028817242761922 4.54834532198584 1.0 34.0 60.0 15.0 39.0 24.0 31.0
9 8 6.721431782093545 0.3643850865564442 5.586902532774754 1.9466421294434806 2.563646421881592 7.681761362404754 0.21624051499588504 9.283490131625534 6.3981117114635975 9.737380447226395 1.0 34.0 22.0 15.0 13.0 24.0 10.0
